Age_at_enrollment,Admission_grade,pass_rate_sem1,pass_rate_sem2,finance_risk,drop_score,risk_level,shap_feat,shap_val
25,145.7,0.9375,0.8461538461538461,0,0.08668784562176034,No-risk,"[""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_1st_sem_enrolled"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Course_8014""]","[-2.4260650187440573, 2.1724690073324786, 1.8660232391692075, -1.68439736128998, -0.6734548248977921]"
20,153.1,1.0,1.0,0,0.0498522600780506,No-risk,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Fathers_qualification_3"", ""num__Curricular_units_1st_sem_approved"", ""bin__Scholarship_holder_1""]","[-0.8711820611611606, -0.469103449825348, -0.43626709976270756, -0.39115493778445665, -0.35996963060907333]"
19,118.7,1.0,1.0,0,0.03447898830238558,No-risk,"[""num__pass_rate_sem2"", ""cat__Course_8014"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""bin__finance_risk_1""]","[-0.8711820611611606, -0.6734548248977921, -0.469103449825348, -0.39115493778445665, -0.30896765785513813]"
33,161.8,0.4,0.0,1,0.9993828399068554,Red,"[""num__pass_rate_sem2"", ""bin__finance_risk_1"", ""cat__Mothers_qualification_34"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Fathers_qualification_34""]","[1.43842794418387, 1.3171779098034833, 1.0240290410381454, 0.9892492439322105, 0.5416264006020014]"
18,124.9,0.6,0.6,1,0.7944842645092998,Red,"[""bin__finance_risk_1"", ""cat__Application_mode_18"", ""num__Curricular_units_1st_sem_approved"", ""cat__Mothers_qualification_19"", ""cat__Fathers_qualification_38""]","[1.3171779098034833, 0.33326298455946124, 0.2871484225354103, -0.2762306234738683, -0.275972859945078]"
18,150.8,0.8,0.4,0,0.31327711252444984,No-risk,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_2nd_sem_without_evaluations"", ""bin__finance_risk_1"", ""cat__Mothers_qualification_19""]","[0.5145839420458576, 0.5031316793463577, -0.3515490488482966, -0.30896765785513813, -0.2762306234738683]"
19,130.0,0.8,1.0,0,0.04090729765223795,No-risk,"[""cat__Application_mode_15"", ""num__pass_rate_sem2"", ""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_1st_sem_enrolled""]","[-1.0096240087469701, -0.8711820611611606, -0.30896765785513813, -0.26962567547366234, -0.22925552338684446]"
18,163.6,0.0,0.0,0,0.3429559871065744,No-risk,"[""num__Curricular_units_2nd_sem_enrolled"", ""num__pass_rate_sem2"", ""num__Curricular_units_1st_sem_enrolled"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved""]","[-1.604406247125456, 1.43842794418387, -1.3209484918956278, 0.9892492439322105, 0.9654517828552774]"
19,115.0,1.0,0.4,0,0.37847158128476227,No-risk,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_1st_sem_enrolled""]","[0.5145839420458576, 0.5031316793463577, -0.30896765785513813, -0.26962567547366234, -0.22925552338684446]"
18,136.8,1.0,1.0,0,0.11927554593180081,No-risk,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Course_9773"", ""num__Curricular_units_1st_sem_approved"", ""bin__finance_risk_1""]","[-0.8711820611611606, -0.469103449825348, 0.4229539019535702, -0.39115493778445665, -0.30896765785513813]"
18,130.9,1.0,0.8333333333333334,0,0.3380262004393778,No-risk,"[""cat__Course_9853"", ""num__pass_rate_sem2"", ""num__Curricular_units_1st_sem_approved"", ""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_approved""]","[0.7323010328262937, -0.4862470602703223, -0.39115493778445665, -0.30896765785513813, -0.2260446675324216]"
18,127.0,1.0,1.0,0,0.033901380791474825,No-risk,"[""num__Curricular_units_2nd_sem_approved"", ""num__pass_rate_sem2"", ""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_2nd_sem_enrolled"", ""cat__Course_9500""]","[-0.9552210144112008, -0.8711820611611606, -0.8433571779977013, 0.5312426675174139, -0.4613765001806311]"
37,120.0,0.2857142857142857,0.0,0,0.9703681971089396,Red,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""cat__Course_9500"", ""num__Curricular_units_2nd_sem_grade""]","[1.43842794418387, 0.9892492439322105, 0.5132495426420327, -0.4613765001806311, 0.3675768098841127]"
20,126.0,0.16666666666666666,0.0,0,0.9128992694903546,Red,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""cat__Course_9238"", ""num__Curricular_units_2nd_sem_grade""]","[1.43842794418387, 0.9892492439322105, 0.739350662748655, -0.6019999562254851, 0.3675768098841127]"
20,153.8,1.0,1.0,0,0.07175614538556106,No-risk,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""bin__Scholarship_holder_1"", ""cat__Course_9254""]","[-0.8711820611611606, -0.469103449825348, -0.39115493778445665, -0.35996963060907333, 0.3364076526958035]"
21,140.0,1.0,1.0,0,0.018220584697527527,No-risk,"[""cat__Application_mode_15"", ""num__pass_rate_sem2"", ""cat__Course_9238"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved""]","[-1.0096240087469701, -0.8711820611611606, -0.6019999562254851, -0.469103449825348, -0.39115493778445665]"
18,136.6,1.0,1.0,0,0.0495703316868701,No-risk,"[""num__Curricular_units_2nd_sem_approved"", ""num__pass_rate_sem2"", ""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_2nd_sem_enrolled"", ""cat__Course_9500""]","[-0.9552210144112008, -0.8711820611611606, -0.6172560578910791, 0.5312426675174139, -0.4613765001806311]"
26,105.0,0.5,0.8333333333333334,0,0.16804253622498036,No-risk,"[""cat__Course_8014"", ""num__pass_rate_sem2"", ""bin__finance_risk_1"", ""num__Curricular_units_1st_sem_approved"", ""cat__Mothers_qualification_19""]","[-0.6734548248977921, -0.4862470602703223, -0.30896765785513813, 0.2871484225354103, -0.2762306234738683]"
41,139.4,1.0,1.0,1,0.5073934108781853,Yellow,"[""bin__finance_risk_1"", ""num__pass_rate_sem2"", ""num__Age_at_enrollment"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_1st_sem_enrolled""]","[1.3171779098034833, -0.8711820611611606, 0.41243334241507973, -0.26962567547366234, -0.22925552338684446]"
18,140.0,1.0,1.0,0,0.07309032211479773,No-risk,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Course_9773"", ""num__Curricular_units_1st_sem_approved"", ""bin__Scholarship_holder_1""]","[-0.8711820611611606, -0.469103449825348, 0.4229539019535702, -0.39115493778445665, -0.35996963060907333]"
18,130.8,1.0,1.0,1,0.1277296801144477,No-risk,"[""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_approved"", ""num__pass_rate_sem2"", ""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_2nd_sem_enrolled""]","[1.3171779098034833, -0.9552210144112008, -0.8711820611611606, -0.8433571779977013, 0.5312426675174139]"
31,138.8,1.0,1.0,0,0.05600450641110853,No-risk,"[""num__Curricular_units_2nd_sem_approved"", ""num__pass_rate_sem2"", ""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_2nd_sem_enrolled"", ""cat__Course_9500""]","[-0.9552210144112008, -0.8711820611611606, -0.6172560578910791, 0.5312426675174139, -0.4613765001806311]"
23,110.0,1.0,1.0,1,0.2124679564181608,No-risk,"[""bin__finance_risk_1"", ""num__pass_rate_sem2"", ""cat__Course_9238"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved""]","[1.3171779098034833, -0.8711820611611606, -0.6019999562254851, -0.469103449825348, -0.39115493778445665]"
19,127.8,0.8571428571428571,0.8571428571428571,0,0.13140571559574366,No-risk,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Course_9500"", ""num__Curricular_units_1st_sem_approved"", ""bin__finance_risk_1""]","[-0.541237774683299, -0.469103449825348, -0.4613765001806311, -0.39115493778445665, -0.30896765785513813]"
20,134.2,1.0,1.0,0,0.116905377136757,No-risk,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Course_9773"", ""num__Curricular_units_1st_sem_approved"", ""bin__Scholarship_holder_1""]","[-0.8711820611611606, -0.469103449825348, 0.4229539019535702, -0.39115493778445665, -0.35996963060907333]"
40,143.0,1.0,1.0,0,0.09784261756203556,No-risk,"[""num__Curricular_units_1st_sem_approved"", ""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Course_8014"", ""num__Curricular_units_1st_sem_enrolled""]","[-1.0694582981043237, -0.8711820611611606, -0.7121622321182745, -0.6734548248977921, 0.6440988514201822]"
32,120.0,0.6666666666666666,0.5,1,0.7927766733474463,Red,"[""bin__finance_risk_1"", ""cat__Application_mode_44"", ""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_2nd_sem_evaluations""]","[1.3171779098034833, -0.38522250363967914, 0.28362294151135464, 0.2600728970534313, -0.22342827130394213]"
24,113.2,0.3333333333333333,0.16666666666666666,0,0.8960412771065674,Red,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""cat__Course_9254"", ""bin__finance_risk_1""]","[1.0534929432930316, 0.746190461639284, 0.5132495426420327, 0.3364076526958035, -0.30896765785513813]"
18,135.8,0.8571428571428571,0.8571428571428571,0,0.1211344552272749,No-risk,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Course_9500"", ""num__Curricular_units_1st_sem_approved"", ""bin__finance_risk_1""]","[-0.541237774683299, -0.469103449825348, -0.4613765001806311, -0.39115493778445665, -0.30896765785513813]"
18,143.5,1.0,1.0,0,0.04967759298459862,No-risk,"[""num__pass_rate_sem2"", ""cat__Course_9238"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""bin__finance_risk_1""]","[-0.8711820611611606, -0.6019999562254851, -0.469103449825348, -0.39115493778445665, -0.30896765785513813]"
18,148.9,1.0,1.0,0,0.02167620881630061,No-risk,"[""num__pass_rate_sem2"", ""cat__Course_9238"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""bin__Scholarship_holder_1""]","[-0.8711820611611606, -0.6019999562254851, -0.469103449825348, -0.39115493778445665, -0.35996963060907333]"
27,115.6,0.0,0.0,1,0.9900211230228078,Red,"[""num__pass_rate_sem2"", ""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_1st_sem_grade""]","[1.43842794418387, 1.3171779098034833, 0.9892492439322105, 0.9654517828552774, -0.5926392311726058]"
18,159.3,1.0,1.0,0,0.07192339636065855,No-risk,"[""num__pass_rate_sem2"", ""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_1st_sem_enrolled"", ""num__Curricular_units_1st_sem_grade""]","[-0.8711820611611606, -0.30896765785513813, -0.26962567547366234, -0.22925552338684446, 0.22863371813591182]"
26,138.5,0.8,0.8,0,0.2797144196624562,No-risk,"[""cat__Course_9991"", ""num__pass_rate_sem2"", ""bin__finance_risk_1"", ""cat__Mothers_qualification_19"", ""num__Curricular_units_2nd_sem_enrolled""]","[0.44250946148878934, -0.40926006009215465, -0.30896765785513813, -0.2762306234738683, -0.26962567547366234]"
19,133.2,1.0,1.0,0,0.12083390182552331,No-risk,"[""num__pass_rate_sem2"", ""cat__Course_9853"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""cat__Fathers_qualification_12""]","[-0.8711820611611606, 0.7323010328262937, -0.469103449825348, -0.39115493778445665, -0.36367252353732343]"
19,117.6,0.8333333333333334,1.0,0,0.15776724171082904,No-risk,"[""num__pass_rate_sem2"", ""cat__Course_8014"", ""cat__Fathers_qualification_34"", ""num__Curricular_units_2nd_sem_approved"", ""bin__finance_risk_1""]","[-0.8711820611611606, -0.6734548248977921, 0.5416264006020014, -0.469103449825348, -0.30896765785513813]"
21,108.7,0.6,0.6,0,0.43875471193259885,Yellow,"[""cat__Application_mode_18"", ""bin__finance_risk_1"", ""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_2nd_sem_approved""]","[0.33326298455946124, -0.30896765785513813, 0.2871484225354103, -0.26962567547366234, 0.2600728970534313]"
24,106.0,0.4,0.2,0,0.7050624131400374,Red,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_enrolled""]","[0.9765059431148637, 0.746190461639284, 0.5132495426420327, -0.30896765785513813, -0.26962567547366234]"
20,122.6,0.5,0.3333333333333333,0,0.900460262985627,Red,"[""cat__Course_9853"", ""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""bin__finance_risk_1"", ""num__Curricular_units_1st_sem_approved""]","[0.7323010328262937, 0.668557942402193, 0.5031316793463577, -0.30896765785513813, 0.2871484225354103]"
18,127.4,0.8333333333333334,0.8333333333333334,0,0.29722064887947375,No-risk,"[""cat__Course_9853"", ""num__pass_rate_sem2"", ""bin__finance_risk_1"", ""cat__Mothers_qualification_19"", ""num__Curricular_units_2nd_sem_approved""]","[0.7323010328262937, -0.4862470602703223, -0.30896765785513813, -0.2762306234738683, -0.2260446675324216]"
30,100.0,0.0,0.0,0,0.9530464223707786,Red,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_1st_sem_grade"", ""num__Curricular_units_2nd_sem_grade""]","[1.43842794418387, 0.9892492439322105, 0.9654517828552774, -0.5926392311726058, 0.3675768098841127]"
22,95.0,0.8571428571428571,0.8571428571428571,1,0.6002356618123795,Yellow,"[""bin__finance_risk_1"", ""cat__Course_9853"", ""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved""]","[1.3171779098034833, 0.7323010328262937, -0.541237774683299, -0.469103449825348, -0.39115493778445665]"
21,130.0,1.0,1.0,0,0.1411163059792182,No-risk,"[""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__pass_rate_sem2"", ""cat__Application_mode_7""]","[-1.4413385789970536, -1.0694582981043237, 1.0651548961781314, -0.8711820611611606, 0.7471132461126765]"
26,122.8,0.8571428571428571,1.0,0,0.1380066443708241,No-risk,"[""num__Curricular_units_2nd_sem_approved"", ""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_1st_sem_approved"", ""bin__finance_risk_1""]","[-0.9552210144112008, -0.8711820611611606, 0.5312426675174139, -0.39115493778445665, -0.30896765785513813]"
23,115.0,0.4,0.2,0,0.7748169991130908,Red,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""bin__finance_risk_1"", ""cat__Mothers_qualification_19""]","[0.9765059431148637, 0.746190461639284, 0.5132495426420327, -0.30896765785513813, -0.2762306234738683]"
18,145.9,1.0,1.0,0,0.05099440601400035,No-risk,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""bin__Scholarship_holder_1"", ""bin__finance_risk_1""]","[-0.8711820611611606, -0.469103449825348, -0.39115493778445665, -0.35996963060907333, -0.30896765785513813]"
21,143.0,0.8333333333333334,0.8333333333333334,1,0.4330202281364278,Yellow,"[""bin__finance_risk_1"", ""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Fathers_qualification_37"", ""num__Curricular_units_1st_sem_approved""]","[1.3171779098034833, -0.4862470602703223, -0.2260446675324216, -0.21019561689035582, -0.16505381767783434]"
18,100.0,0.0,0.0,0,0.24701655581252818,No-risk,"[""num__Curricular_units_2nd_sem_enrolled"", ""num__pass_rate_sem2"", ""num__Curricular_units_1st_sem_enrolled"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved""]","[-1.604406247125456, 1.43842794418387, -1.3209484918956278, 0.9892492439322105, 0.9654517828552774]"
21,121.3,0.4,0.8,0,0.24747103893395242,No-risk,"[""num__Curricular_units_1st_sem_approved"", ""num__pass_rate_sem2"", ""bin__finance_risk_1"", ""cat__Mothers_qualification_19"", ""num__Curricular_units_2nd_sem_enrolled""]","[0.5132495426420327, -0.40926006009215465, -0.30896765785513813, -0.2762306234738683, -0.26962567547366234]"
18,121.2,0.8333333333333334,0.8333333333333334,0,0.4088271956260229,Yellow,"[""cat__Course_9853"", ""num__pass_rate_sem2"", ""bin__finance_risk_1"", ""cat__Fathers_qualification_38"", ""num__Curricular_units_2nd_sem_approved""]","[0.7323010328262937, -0.4862470602703223, -0.30896765785513813, -0.275972859945078, -0.2260446675324216]"
19,125.1,1.0,0.8333333333333334,0,0.4024960938585045,Yellow,"[""cat__Course_9853"", ""bin__Educational_special_needs_1"", ""num__pass_rate_sem2"", ""num__Curricular_units_1st_sem_approved"", ""bin__Scholarship_holder_1""]","[0.7323010328262937, 0.5599812995905877, -0.4862470602703223, -0.39115493778445665, -0.35996963060907333]"
22,112.9,0.6666666666666666,0.5,0,0.6816937599598389,Red,"[""cat__Course_9254"", ""bin__finance_risk_1"", ""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Application_mode_17""]","[0.3364076526958035, -0.30896765785513813, 0.28362294151135464, 0.2600728970534313, 0.1812549761486795]"
19,120.8,1.0,1.0,0,0.04294534107410484,No-risk,"[""num__pass_rate_sem2"", ""cat__Course_9238"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""bin__finance_risk_1""]","[-0.8711820611611606, -0.6019999562254851, -0.469103449825348, -0.39115493778445665, -0.30896765785513813]"
19,114.0,0.0,0.0,1,0.9659535309571029,Red,"[""num__pass_rate_sem2"", ""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_1st_sem_grade""]","[1.43842794418387, 1.3171779098034833, 0.9892492439322105, 0.9654517828552774, -0.5926392311726058]"
19,132.1,0.3333333333333333,0.16666666666666666,0,0.8115761316558845,Red,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Course_9238"", ""num__Curricular_units_1st_sem_approved"", ""bin__finance_risk_1""]","[1.0534929432930316, 0.746190461639284, -0.6019999562254851, 0.5132495426420327, -0.30896765785513813]"
27,160.0,0.6,1.0,0,0.10704892022018478,No-risk,"[""num__pass_rate_sem2"", ""cat__Application_mode_44"", ""bin__finance_risk_1"", ""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_2nd_sem_enrolled""]","[-0.8711820611611606, -0.38522250363967914, -0.30896765785513813, 0.2871484225354103, -0.26962567547366234]"
22,134.0,1.0,1.0,0,0.08207019229385118,No-risk,"[""num__pass_rate_sem2"", ""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_1st_sem_enrolled"", ""num__Curricular_units_2nd_sem_approved""]","[-0.8711820611611606, -0.30896765785513813, -0.26962567547366234, -0.22925552338684446, -0.2260446675324216]"
18,124.2,0.8333333333333334,1.0,0,0.19733450157370835,No-risk,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Course_9773"", ""bin__finance_risk_1"", ""num__Curricular_units_1st_sem_approved""]","[-0.8711820611611606, -0.469103449825348, 0.4229539019535702, -0.30896765785513813, -0.16505381767783434]"
20,115.6,1.0,0.6666666666666666,0,0.35297554665972597,No-risk,"[""num__Curricular_units_1st_sem_approved"", ""cat__Course_9254"", ""bin__finance_risk_1"", ""cat__Fathers_qualification_38"", ""cat__Application_mode_17""]","[-0.39115493778445665, 0.3364076526958035, -0.30896765785513813, -0.275972859945078, 0.1812549761486795]"
34,128.2,0.375,0.2857142857142857,0,0.9333559775204279,Red,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Course_9991"", ""num__Curricular_units_1st_sem_enrolled"", ""bin__finance_risk_1""]","[0.778539371228147, 0.5031316793463577, 0.44250946148878934, 0.42576025771842546, -0.30896765785513813]"
18,132.8,0.8571428571428571,1.0,0,0.07185605398772771,No-risk,"[""num__Curricular_units_2nd_sem_approved"", ""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_enrolled"", ""cat__Course_9500"", ""num__Curricular_units_1st_sem_approved""]","[-0.9552210144112008, -0.8711820611611606, 0.5312426675174139, -0.4613765001806311, -0.39115493778445665]"
20,123.1,0.6666666666666666,0.6666666666666666,0,0.6959779428436825,Red,"[""cat__Course_9773"", ""bin__finance_risk_1"", ""num__Curricular_units_1st_sem_grade"", ""bin__Gender_1"", ""cat__Application_mode_17""]","[0.4229539019535702, -0.30896765785513813, 0.24859521343160493, 0.2280876536307362, 0.1812549761486795]"
20,125.6,1.0,1.0,0,0.16673118909522683,No-risk,"[""cat__Course_9130"", ""num__pass_rate_sem2"", ""num__Curricular_units_1st_sem_grade"", ""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_enrolled""]","[0.9051435145878933, -0.8711820611611606, 0.3293917420094105, -0.30896765785513813, -0.26962567547366234]"
25,115.0,0.0,0.0,0,0.9680882752869078,Red,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_1st_sem_grade"", ""cat__Course_9991""]","[1.43842794418387, 0.9892492439322105, 0.9654517828552774, -0.5926392311726058, 0.44250946148878934]"
18,123.6,1.0,0.6,0,0.2561952273426476,No-risk,"[""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_enrolled"", ""bin__Gender_1""]","[-0.30896765785513813, -0.26962567547366234, 0.2600728970534313, -0.22925552338684446, 0.2280876536307362]"
18,141.7,0.8333333333333334,0.6666666666666666,1,0.864230195965364,Red,"[""bin__finance_risk_1"", ""cat__Course_9130"", ""bin__Gender_1"", ""num__Curricular_units_1st_sem_approved"", ""cat__Mothers_qualification_1""]","[1.3171779098034833, 0.9051435145878933, 0.2280876536307362, -0.16505381767783434, -0.14485004580613295]"
18,139.0,0.8333333333333334,0.0,0,0.8999045460519733,Red,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Course_9853"", ""num__Curricular_units_2nd_sem_grade"", ""bin__Scholarship_holder_1""]","[1.43842794418387, 0.9892492439322105, 0.7323010328262937, 0.3675768098841127, -0.35996963060907333]"
19,118.0,0.8333333333333334,0.8333333333333334,0,0.20554644354442658,No-risk,"[""num__pass_rate_sem2"", ""bin__Scholarship_holder_1"", ""cat__Course_9254"", ""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_approved""]","[-0.4862470602703223, -0.35996963060907333, 0.3364076526958035, -0.30896765785513813, -0.2260446675324216]"
19,142.0,1.0,0.8333333333333334,0,0.2542044302619952,No-risk,"[""cat__Course_9853"", ""num__pass_rate_sem2"", ""num__Curricular_units_1st_sem_approved"", ""bin__Scholarship_holder_1"", ""bin__finance_risk_1""]","[0.7323010328262937, -0.4862470602703223, -0.39115493778445665, -0.35996963060907333, -0.30896765785513813]"
21,143.4,1.0,1.0,0,0.030363610012266534,No-risk,"[""num__pass_rate_sem2"", ""cat__Course_9238"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""cat__Application_mode_44""]","[-0.8711820611611606, -0.6019999562254851, -0.469103449825348, -0.39115493778445665, -0.38522250363967914]"
29,115.9,0.9,0.9090909090909091,0,0.23019514365316568,No-risk,"[""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_1st_sem_enrolled"", ""num__pass_rate_sem2""]","[-1.4413385789970536, 1.33211101050849, -1.0694582981043237, 0.8624374451219388, -0.6612175152207033]"
20,105.1,1.0,1.0,0,0.04032370828089222,No-risk,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""bin__Scholarship_holder_1"", ""bin__finance_risk_1""]","[-0.8711820611611606, -0.469103449825348, -0.39115493778445665, -0.35996963060907333, -0.30896765785513813]"
21,138.0,0.8461538461538461,0.9090909090909091,1,0.22246270477006502,No-risk,"[""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_1st_sem_enrolled"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_2nd_sem_enrolled"", ""bin__finance_risk_1""]","[-1.5216605383175685, 1.5174532262272087, -1.4413385789970536, 1.33211101050849, 1.3171779098034833]"
34,114.7,1.0,1.0,0,0.15840129856965288,No-risk,"[""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_1st_sem_enrolled"", ""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved""]","[-1.3374501327950972, -0.8842713044921143, -0.8711820611611606, 0.746190461639284, 0.5132495426420327]"
20,130.5,1.0,1.0,0,0.0967231279761825,No-risk,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""cat__Course_9773"", ""num__Curricular_units_1st_sem_approved"", ""bin__finance_risk_1""]","[-0.8711820611611606, -0.469103449825348, 0.4229539019535702, -0.39115493778445665, -0.30896765785513813]"
24,134.3,0.0,0.2,0,0.9234232331100111,Red,"[""num__pass_rate_sem2"", ""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_grade"", ""cat__Course_9991""]","[0.9765059431148637, 0.9654517828552774, 0.746190461639284, -0.5926392311726058, 0.44250946148878934]"
18,137.5,1.0,1.0,0,0.07227451004544368,No-risk,"[""num__Curricular_units_2nd_sem_approved"", ""num__pass_rate_sem2"", ""num__Curricular_units_1st_sem_approved"", ""num__Curricular_units_2nd_sem_enrolled"", ""cat__Course_9500""]","[-0.9552210144112008, -0.8711820611611606, -0.6172560578910791, 0.5312426675174139, -0.4613765001806311]"
19,125.3,1.0,1.0,0,0.06317831091705844,No-risk,"[""num__pass_rate_sem2"", ""num__Curricular_units_2nd_sem_approved"", ""num__Curricular_units_1st_sem_approved"", ""cat__Course_9500"", ""bin__finance_risk_1""]","[-0.8711820611611606, -0.7121622321182745, -0.6172560578910791, -0.4613765001806311, -0.30896765785513813]"
18,111.3,0.8,0.8,0,0.118646334356093,No-risk,"[""num__pass_rate_sem2"", ""bin__Scholarship_holder_1"", ""bin__finance_risk_1"", ""num__Curricular_units_2nd_sem_enrolled"", ""num__Curricular_units_1st_sem_enrolled""]","[-0.40926006009215465, -0.35996963060907333, -0.30896765785513813, -0.26962567547366234, -0.22925552338684446]"
